State Code,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Vehicle Class,Vehicle Size
KS,No,Extended,College,Employed,F,Urban,Married,3,1,Personal Auto,Personal L3,Collision,Branch,Sports Car,Medsize
IA,No,Basic,High School or Below,Unemployed,M,Suburban,Single,0,2,Corporate Auto,Corporate L2,Scratch/Dent,Agent,Two-Door Car,Medsize
NE,No,Extended,High School or Below,Employed,F,Urban,Married,0,8,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
IA,No,Extended,High School or Below,Employed,F,Rural,Married,0,7,Corporate Auto,Corporate L2,Collision,Branch,SUV,Medsize
OK,No,Basic,College,Unemployed,M,Suburban,Married,2,1,Personal Auto,Personal L2,Collision,Branch,Four-Door Car,Medsize
NE,No,Extended,Doctor,Employed,F,Suburban,Married,0,1,Personal Auto,Personal L3,Hail,Agent,SUV,Medsize
MO,No,Basic,Master,Employed,F,Rural,Divorced,0,3,Corporate Auto,Corporate L2,Hail,Call Center,Two-Door Car,Large
IA,No,Basic,High School or Below,Employed,M,Suburban,Married,0,9,Personal Auto,Personal L2,Other,Branch,Two-Door Car,Medsize
MO,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,0,2,Corporate Auto,Corporate L3,Hail,Agent,SUV,Small
IA,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,9,Corporate Auto,Corporate L3,Hail,Agent,Luxury Car,Large
OK,No,Basic,Bachelor,Employed,M,Urban,Divorced,0,1,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
KS,No,Basic,High School or Below,Disabled,M,Suburban,Married,0,6,Personal Auto,Personal L2,Collision,Branch,Luxury Car,Medsize
OK,No,Basic,College,Employed,F,Suburban,Married,0,3,Personal Auto,Personal L1,Scratch/Dent,Branch,Four-Door Car,Medsize
IA,No,Premium,Master,Employed,F,Suburban,Married,0,2,Personal Auto,Personal L3,Scratch/Dent,Call Center,Four-Door Car,Small
MO,No,Basic,College,Employed,F,Suburban,Married,0,2,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Small
OK,No,Extended,High School or Below,Unemployed,M,Suburban,Single,0,9,Personal Auto,Personal L3,Hail,Call Center,Two-Door Car,Medsize
MO,No,Basic,Bachelor,Employed,F,Urban,Single,0,2,Personal Auto,Personal L2,Scratch/Dent,Branch,Four-Door Car,Small
IA,No,Basic,Bachelor,Employed,F,Suburban,Single,2,3,Personal Auto,Personal L3,Collision,Branch,SUV,Medsize
NE,No,Basic,College,Unemployed,F,Suburban,Married,2,1,Personal Auto,Personal L3,Scratch/Dent,Agent,SUV,Medsize
MO,No,Basic,Bachelor,Employed,M,Suburban,Single,0,1,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
NE,No,Basic,Bachelor,Employed,F,Rural,Married,0,6,Corporate Auto,Corporate L3,Collision,Branch,Four-Door Car,Small
NE,No,Basic,Bachelor,Employed,F,Urban,Married,0,1,Personal Auto,Personal L1,Collision,Agent,SUV,Medsize
MO,No,Premium,High School or Below,Employed,F,Urban,Married,0,1,Special Auto,Special L3,Hail,Call Center,Sports Car,Medsize
OK,No,Extended,Bachelor,Employed,F,Urban,Single,0,3,Personal Auto,Personal L3,Scratch/Dent,Web,Four-Door Car,Medsize
NE,No,Extended,College,Employed,M,Urban,Married,0,6,Personal Auto,Personal L1,Collision,Branch,Four-Door Car,Small
NE,No,Basic,Master,Employed,F,Rural,Married,0,2,Personal Auto,Personal L2,Collision,Agent,Two-Door Car,Medsize
MO,No,Extended,High School or Below,Employed,F,Rural,Married,0,4,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
IA,No,Premium,High School or Below,Unemployed,F,Suburban,Single,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,Luxury Car,Medsize
MO,No,Extended,High School or Below,Unemployed,M,Suburban,Single,0,1,Personal Auto,Personal L2,Collision,Branch,Four-Door Car,Medsize
IA,No,Basic,Bachelor,Employed,M,Rural,Married,0,9,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
MO,No,Extended,Bachelor,Unemployed,M,Suburban,Single,0,1,Personal Auto,Personal L3,Scratch/Dent,Branch,SUV,Medsize
NE,No,Basic,Doctor,Medical Leave,M,Suburban,Divorced,0,8,Personal Auto,Personal L3,Collision,Branch,SUV,Medsize
MO,Yes,Premium,High School or Below,Employed,F,Suburban,Married,0,1,Personal Auto,Personal L3,Hail,Call Center,Two-Door Car,Small
IA,No,Basic,Bachelor,Unemployed,F,Suburban,Married,0,3,Personal Auto,Personal L3,Hail,Web,SUV,Small
IA,No,Extended,High School or Below,Disabled,M,Suburban,Married,0,7,Personal Auto,Personal L1,Collision,Branch,SUV,Medsize
IA,No,Basic,Bachelor,Medical Leave,M,Suburban,Divorced,0,2,Special Auto,Special L3,Collision,Agent,Luxury SUV,Medsize
NE,No,Extended,Bachelor,Disabled,M,Urban,Single,0,3,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Medsize
KS,No,Extended,High School or Below,Unemployed,F,Suburban,Single,5,7,Personal Auto,Personal L2,Collision,Call Center,Luxury Car,Medsize
MO,No,Extended,High School or Below,Employed,M,Suburban,Single,0,2,Personal Auto,Personal L3,Other,Branch,Four-Door Car,Small
IA,No,Basic,College,Employed,F,Suburban,Single,0,7,Corporate Auto,Corporate L3,Collision,Agent,Two-Door Car,Medsize
MO,No,Extended,High School or Below,Employed,M,Urban,Married,0,3,Personal Auto,Personal L2,Other,Agent,Two-Door Car,Medsize
NE,No,Basic,College,Employed,M,Rural,Married,0,1,Personal Auto,Personal L3,Other,Branch,Two-Door Car,Medsize
MO,No,Premium,High School or Below,Employed,M,Suburban,Married,1,2,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Medsize
MO,No,Extended,High School or Below,Employed,M,Urban,Married,1,1,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
OK,Yes,Premium,High School or Below,Unemployed,M,Suburban,Married,0,1,Personal Auto,Personal L2,Hail,Web,SUV,Medsize
MO,No,Premium,Bachelor,Employed,M,Rural,Married,0,8,Personal Auto,Personal L2,Hail,Branch,Two-Door Car,Medsize
IA,No,Basic,College,Disabled,M,Suburban,Single,0,8,Corporate Auto,Corporate L3,Collision,Branch,Four-Door Car,Small
KS,No,Basic,College,Employed,F,Rural,Married,1,2,Corporate Auto,Corporate L3,Collision,Branch,Four-Door Car,Medsize
OK,No,Basic,Bachelor,Employed,M,Suburban,Divorced,0,1,Personal Auto,Personal L3,Other,Call Center,Two-Door Car,Small
MO,No,Basic,College,Employed,F,Rural,Single,0,2,Personal Auto,Personal L2,Hail,Web,Sports Car,Medsize
IA,No,Premium,High School or Below,Unemployed,F,Suburban,Single,2,2,Personal Auto,Personal L1,Collision,Agent,SUV,Medsize
IA,No,Premium,College,Employed,F,Suburban,Divorced,0,6,Personal Auto,Personal L2,Collision,Branch,Four-Door Car,Small
MO,No,Extended,High School or Below,Unemployed,M,Suburban,Single,0,2,Personal Auto,Personal L3,Collision,Agent,Sports Car,Medsize
IA,Yes,Basic,College,Employed,M,Urban,Married,0,3,Personal Auto,Personal L2,Collision,Agent,SUV,Medsize
MO,No,Basic,Bachelor,Employed,M,Suburban,Married,1,1,Personal Auto,Personal L3,Hail,Branch,SUV,Medsize
IA,No,Extended,Master,Employed,F,Urban,Married,0,1,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Medsize
KS,No,Basic,Bachelor,Disabled,F,Urban,Married,0,1,Corporate Auto,Corporate L3,Collision,Agent,Luxury Car,Medsize
KS,No,Basic,Bachelor,Unemployed,F,Suburban,Married,0,4,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Small
OK,Yes,Basic,Bachelor,Employed,M,Urban,Married,0,2,Personal Auto,Personal L2,Hail,Agent,Four-Door Car,Medsize
IA,No,Extended,High School or Below,Employed,M,Urban,Married,3,1,Personal Auto,Personal L2,Other,Agent,SUV,Medsize
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Single,2,8,Special Auto,Special L2,Collision,Agent,Sports Car,Medsize
MO,No,Basic,Bachelor,Employed,F,Rural,Married,0,1,Corporate Auto,Corporate L3,Hail,Branch,Four-Door Car,Medsize
OK,No,Extended,College,Medical Leave,M,Suburban,Single,0,2,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
IA,No,Basic,High School or Below,Employed,M,Suburban,Single,0,3,Corporate Auto,Corporate L3,Hail,Branch,Two-Door Car,Medsize
NE,No,Extended,Bachelor,Employed,F,Urban,Married,0,1,Personal Auto,Personal L2,Hail,Agent,SUV,Medsize
MO,No,Basic,College,Employed,M,Urban,Single,0,1,Personal Auto,Personal L2,Other,Branch,Four-Door Car,Medsize
IA,No,Basic,High School or Below,Employed,M,Rural,Married,0,2,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Medsize
IA,No,Basic,Bachelor,Employed,M,Suburban,Married,0,4,Personal Auto,Personal L2,Hail,Web,Four-Door Car,Medsize
IA,No,Basic,High School or Below,Employed,M,Suburban,Married,0,8,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Large
NE,No,Basic,High School or Below,Employed,M,Suburban,Married,1,2,Personal Auto,Personal L3,Scratch/Dent,Agent,Two-Door Car,Small
NE,No,Extended,College,Unemployed,F,Suburban,Married,0,8,Personal Auto,Personal L3,Collision,Branch,Two-Door Car,Medsize
MO,No,Basic,Bachelor,Employed,F,Suburban,Married,0,3,Personal Auto,Personal L3,Hail,Web,Two-Door Car,Medsize
OK,No,Basic,High School or Below,Employed,M,Suburban,Married,1,1,Personal Auto,Personal L2,Hail,Call Center,Sports Car,Medsize
NE,No,Basic,Bachelor,Unemployed,M,Suburban,Married,2,1,Personal Auto,Personal L1,Collision,Branch,Two-Door Car,Large
MO,No,Basic,High School or Below,Employed,M,Suburban,Single,0,1,Personal Auto,Personal L2,Hail,Branch,Two-Door Car,Medsize
IA,No,Extended,College,Unemployed,F,Suburban,Single,0,3,Personal Auto,Personal L2,Collision,Branch,SUV,Medsize
MO,No,Extended,Bachelor,Employed,F,Rural,Single,0,1,Personal Auto,Personal L2,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,No,Extended,High School or Below,Employed,F,Rural,Single,0,3,Personal Auto,Personal L1,Other,Agent,Four-Door Car,Large
MO,Yes,Basic,College,Employed,M,Urban,Married,0,3,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
KS,No,Basic,High School or Below,Employed,M,Suburban,Married,0,5,Personal Auto,Personal L1,Hail,Agent,Four-Door Car,Small
MO,No,Basic,Master,Employed,M,Suburban,Divorced,0,1,Corporate Auto,Corporate L3,Collision,Agent,SUV,Large
IA,No,Basic,Bachelor,Unemployed,M,Suburban,Single,0,1,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Small
MO,No,Extended,Bachelor,Unemployed,M,Rural,Married,0,2,Personal Auto,Personal L2,Other,Call Center,Two-Door Car,Medsize
MO,No,Basic,High School or Below,Unemployed,M,Suburban,Single,0,1,Personal Auto,Personal L2,Collision,Agent,SUV,Medsize
OK,No,Basic,High School or Below,Employed,M,Suburban,Married,2,1,Corporate Auto,Corporate L3,Collision,Agent,Sports Car,Large
IA,No,Basic,Bachelor,Employed,M,Suburban,Single,0,3,Corporate Auto,Corporate L2,Collision,Agent,Two-Door Car,Medsize
IA,No,Basic,High School or Below,Employed,F,Rural,Married,0,3,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
IA,No,Premium,High School or Below,Employed,F,Urban,Single,0,3,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Medsize
KS,Yes,Extended,Master,Employed,M,Urban,Married,3,1,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Medsize
NE,No,Extended,High School or Below,Disabled,F,Suburban,Married,0,2,Personal Auto,Personal L3,Collision,Agent,SUV,Small
NE,No,Basic,College,Unemployed,F,Suburban,Single,0,3,Personal Auto,Personal L1,Collision,Agent,SUV,Medsize
NE,No,Premium,College,Unemployed,M,Suburban,Married,0,1,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
NE,No,Basic,College,Unemployed,M,Suburban,Single,0,1,Personal Auto,Personal L1,Hail,Web,Four-Door Car,Medsize
NE,No,Extended,High School or Below,Employed,F,Urban,Married,0,6,Corporate Auto,Corporate L1,Other,Branch,Four-Door Car,Medsize
IA,Yes,Extended,Bachelor,Employed,F,Suburban,Married,0,1,Corporate Auto,Corporate L2,Hail,Agent,Four-Door Car,Small
KS,No,Basic,College,Unemployed,F,Suburban,Single,0,6,Personal Auto,Personal L2,Collision,Agent,Two-Door Car,Large
KS,No,Extended,High School or Below,Unemployed,M,Suburban,Single,0,1,Personal Auto,Personal L3,Collision,Branch,Luxury Car,Small
IA,Yes,Basic,College,Unemployed,M,Suburban,Single,0,1,Personal Auto,Personal L1,Collision,Branch,Four-Door Car,Medsize
KS,No,Basic,College,Employed,M,Suburban,Married,0,2,Special Auto,Special L1,Collision,Branch,Four-Door Car,Small
KS,No,Basic,High School or Below,Employed,M,Rural,Divorced,2,2,Corporate Auto,Corporate L3,Collision,Branch,Two-Door Car,Medsize
OK,No,Premium,Bachelor,Employed,F,Suburban,Married,1,1,Personal Auto,Personal L1,Other,Web,Four-Door Car,Medsize
IA,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,6,Personal Auto,Personal L2,Collision,Agent,SUV,Medsize
OK,No,Basic,High School or Below,Employed,F,Urban,Married,0,1,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
OK,No,Basic,College,Employed,M,Urban,Married,0,7,Corporate Auto,Corporate L1,Collision,Web,Four-Door Car,Large
IA,No,Basic,High School or Below,Unemployed,M,Suburban,Married,0,1,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Small
MO,No,Extended,Bachelor,Employed,F,Suburban,Single,0,2,Corporate Auto,Corporate L2,Collision,Web,SUV,Medsize
MO,No,Basic,Bachelor,Employed,F,Urban,Married,1,2,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Medsize
OK,No,Basic,Bachelor,Unemployed,F,Suburban,Married,0,7,Personal Auto,Personal L2,Scratch/Dent,Branch,Two-Door Car,Medsize
OK,No,Basic,Bachelor,Employed,F,Rural,Single,0,1,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
MO,No,Extended,Bachelor,Employed,M,Rural,Married,0,8,Personal Auto,Personal L2,Hail,Agent,SUV,Medsize
IA,No,Basic,Bachelor,Unemployed,M,Suburban,Single,0,5,Personal Auto,Personal L2,Collision,Branch,Two-Door Car,Medsize
NE,No,Premium,College,Unemployed,M,Suburban,Single,1,3,Corporate Auto,Corporate L3,Collision,Call Center,Four-Door Car,Small
KS,No,Extended,Master,Employed,F,Suburban,Married,0,1,Personal Auto,Personal L3,Scratch/Dent,Web,Four-Door Car,Small
IA,No,Extended,High School or Below,Employed,M,Rural,Married,1,1,Personal Auto,Personal L2,Other,Web,Two-Door Car,Small
NE,No,Extended,Bachelor,Employed,M,Suburban,Divorced,0,5,Personal Auto,Personal L3,Hail,Branch,Two-Door Car,Small
MO,No,Basic,Master,Retired,F,Urban,Married,0,1,Personal Auto,Personal L2,Scratch/Dent,Web,Four-Door Car,Medsize
IA,No,Basic,College,Employed,F,Rural,Married,1,8,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Large
IA,No,Basic,Bachelor,Employed,F,Rural,Single,0,6,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
IA,No,Extended,Master,Employed,M,Urban,Married,0,2,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Small
KS,No,Extended,High School or Below,Employed,M,Rural,Married,0,1,Corporate Auto,Corporate L2,Scratch/Dent,Branch,Four-Door Car,Large
NE,No,Basic,Master,Employed,F,Suburban,Married,1,2,Personal Auto,Personal L3,Other,Call Center,Four-Door Car,Medsize
IA,No,Extended,Bachelor,Employed,M,Suburban,Married,0,5,Personal Auto,Personal L1,Collision,Branch,SUV,Medsize
MO,No,Basic,College,Employed,M,Rural,Divorced,3,2,Personal Auto,Personal L3,Collision,Call Center,Luxury Car,Small
IA,Yes,Basic,High School or Below,Employed,F,Suburban,Married,0,2,Personal Auto,Personal L2,Hail,Agent,Sports Car,Medsize
KS,No,Basic,Bachelor,Employed,F,Suburban,Divorced,0,1,Personal Auto,Personal L3,Collision,Call Center,Two-Door Car,Small
NE,Yes,Basic,College,Employed,M,Urban,Married,0,3,Personal Auto,Personal L2,Collision,Agent,SUV,Medsize
MO,No,Basic,High School or Below,Employed,M,Urban,Married,0,2,Special Auto,Special L2,Collision,Agent,Two-Door Car,Medsize
NE,Yes,Basic,High School or Below,Employed,F,Urban,Married,0,3,Personal Auto,Personal L2,Hail,Branch,SUV,Large
IA,No,Basic,Master,Medical Leave,F,Suburban,Divorced,0,1,Corporate Auto,Corporate L3,Collision,Web,Four-Door Car,Medsize
IA,Yes,Basic,College,Employed,M,Suburban,Married,0,2,Corporate Auto,Corporate L1,Hail,Branch,SUV,Small
NE,Yes,Basic,Bachelor,Employed,F,Suburban,Divorced,0,2,Personal Auto,Personal L3,Collision,Web,SUV,Medsize
OK,No,Basic,High School or Below,Employed,F,Suburban,Married,0,3,Personal Auto,Personal L2,Hail,Branch,Sports Car,Medsize
IA,No,Basic,Master,Medical Leave,M,Suburban,Single,0,5,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
NE,No,Premium,High School or Below,Employed,M,Urban,Divorced,0,3,Corporate Auto,Corporate L2,Hail,Agent,Four-Door Car,Medsize
IA,No,Basic,College,Employed,M,Rural,Married,0,1,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
NE,No,Extended,High School or Below,Unemployed,F,Suburban,Single,1,1,Corporate Auto,Corporate L3,Scratch/Dent,Call Center,Four-Door Car,Medsize
KS,No,Extended,College,Employed,F,Suburban,Married,1,1,Personal Auto,Personal L2,Hail,Call Center,Four-Door Car,Small
MO,No,Basic,High School or Below,Employed,F,Urban,Single,1,3,Corporate Auto,Corporate L2,Collision,Agent,Two-Door Car,Medsize
OK,No,Basic,College,Employed,F,Urban,Married,0,2,Personal Auto,Personal L1,Hail,Branch,Two-Door Car,Medsize
IA,No,Basic,College,Retired,M,Suburban,Divorced,0,6,Personal Auto,Personal L3,Collision,Call Center,Two-Door Car,Small
IA,No,Premium,Bachelor,Employed,M,Rural,Married,0,4,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Medsize
KS,No,Extended,High School or Below,Unemployed,M,Suburban,Single,0,2,Personal Auto,Personal L1,Collision,Agent,Two-Door Car,Medsize
OK,Yes,Basic,College,Employed,M,Rural,Married,0,2,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
MO,No,Basic,Bachelor,Employed,F,Urban,Divorced,0,2,Personal Auto,Personal L2,Collision,Branch,Four-Door Car,Large
KS,No,Basic,Bachelor,Employed,M,Suburban,Married,1,1,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Large
IA,No,Basic,Master,Unemployed,M,Suburban,Divorced,0,6,Personal Auto,Personal L2,Hail,Branch,Sports Car,Large
NE,No,Basic,High School or Below,Employed,M,Suburban,Divorced,0,1,Personal Auto,Personal L3,Hail,Web,Two-Door Car,Medsize
MO,No,Extended,High School or Below,Unemployed,F,Urban,Divorced,1,1,Corporate Auto,Corporate L2,Collision,Agent,SUV,Medsize
IA,No,Basic,High School or Below,Unemployed,M,Suburban,Single,0,7,Personal Auto,Personal L1,Collision,Branch,SUV,Medsize
MO,No,Extended,Master,Employed,M,Urban,Married,0,1,Corporate Auto,Corporate L1,Hail,Web,Four-Door Car,Medsize
MO,No,Extended,College,Employed,F,Urban,Married,0,2,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Medsize
OK,No,Premium,Bachelor,Unemployed,M,Suburban,Single,0,1,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,F,Suburban,Married,1,2,Personal Auto,Personal L1,Scratch/Dent,Branch,Two-Door Car,Medsize
MO,No,Premium,College,Employed,M,Suburban,Single,0,2,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Medsize
IA,No,Basic,College,Employed,F,Rural,Married,0,2,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
MO,No,Extended,Bachelor,Unemployed,F,Suburban,Married,0,6,Personal Auto,Personal L2,Hail,Agent,Four-Door Car,Small
MO,No,Basic,Bachelor,Employed,F,Rural,Married,1,3,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
MO,No,Basic,Doctor,Employed,F,Urban,Married,0,1,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Medsize
IA,No,Extended,High School or Below,Medical Leave,M,Suburban,Divorced,0,2,Personal Auto,Personal L3,Scratch/Dent,Agent,Two-Door Car,Medsize
IA,Yes,Premium,High School or Below,Employed,F,Rural,Married,0,2,Personal Auto,Personal L1,Hail,Web,Four-Door Car,Medsize
OK,No,Extended,College,Unemployed,M,Rural,Married,0,1,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Medsize
KS,No,Basic,High School or Below,Unemployed,F,Suburban,Married,0,1,Corporate Auto,Corporate L3,Collision,Call Center,Four-Door Car,Medsize
IA,Yes,Basic,High School or Below,Employed,F,Urban,Married,0,1,Personal Auto,Personal L1,Collision,Agent,SUV,Medsize
MO,No,Extended,High School or Below,Medical Leave,M,Suburban,Divorced,0,2,Personal Auto,Personal L3,Collision,Agent,SUV,Small
NE,No,Basic,Bachelor,Medical Leave,M,Suburban,Married,0,1,Personal Auto,Personal L2,Collision,Branch,SUV,Medsize
MO,No,Extended,High School or Below,Employed,F,Rural,Married,0,2,Corporate Auto,Corporate L1,Scratch/Dent,Branch,Sports Car,Medsize
IA,No,Basic,High School or Below,Employed,M,Urban,Single,0,3,Personal Auto,Personal L2,Hail,Call Center,Sports Car,Small
OK,Yes,Basic,High School or Below,Retired,M,Suburban,Divorced,1,2,Personal Auto,Personal L3,Collision,Branch,SUV,Medsize
MO,No,Extended,High School or Below,Employed,M,Rural,Married,1,1,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Medsize
OK,No,Extended,College,Employed,M,Rural,Married,5,2,Corporate Auto,Corporate L3,Other,Branch,Two-Door Car,Medsize
MO,No,Basic,College,Unemployed,M,Suburban,Single,0,3,Corporate Auto,Corporate L3,Scratch/Dent,Agent,SUV,Medsize
IA,No,Extended,Bachelor,Employed,F,Suburban,Divorced,0,1,Personal Auto,Personal L3,Collision,Branch,Two-Door Car,Large
IA,No,Extended,College,Disabled,M,Suburban,Married,0,5,Personal Auto,Personal L2,Scratch/Dent,Agent,Four-Door Car,Medsize
